"Year","Page","Section","Score","Strength","Stage","SDGs","Tags","Quant","Oversight","Summary","Text"
2022,1,"INTEGRATED REPORT FY 2021-22",5,"moderate","In progress","SDG 2, SDG 12, SDG 15","policy, initiative","","","The company promotes sustainable farming practices by providing solutions based on crop and soil needs, including organic and other nutrient types.","The Company promotes a balanced nutrient approach customized to sustainable farming and provides solutions based on crop and soil needs including usage of organic, primary, secondary, and micro-nutrients."
2022,1,"INTEGRATED REPORT FY 2021-22",5,"moderate","In progress","SDG 2, SDG 6, SDG 12","initiative, target","","","The company is working to improve the efficiency of nutrient and water use on Indian farms through technology and research.","Considering the resource constraints of Indian farms, it is continuously improving the use efficiency of nutrients and water through technology and research interventions."
2022,1,"INTEGRATED REPORT FY 2021-22",5,"moderate","In progress","SDG 2, SDG 12, SDG 15","initiative, target","","","Coromandel is the world's largest producer of neem-based biopesticides and is constantly improving its product offerings to be more environmentally friendly.","The Company is globally the largest neem based biopesticide manufacturer and is continuously upgrading its product portfolio towards greener chemistries."
2022,14,"INTEGRATED REPORT FY 2021-22",4,"moderate","In progress","SDG 2, SDG 15","policy","","","The company promotes the use of bio-stimulants and biopesticides to support regenerative agriculture and soil health.","Recognising the importance of regenerative agriculture and with a vision to enrich soil health, we promote the use of bio-stimulants and biopesticides."
2022,24,"INTEGRATED REPORT FY 2021-22",4,"moderate","In progress","SDG 3","initiative","","","The company established and supports a paediatric ward and COVID-19 wards to extend medical treatment.","• Established and support a paediatric ward at Kakinada Government hospital and Covid-19 wards to extend medical treatment"
2022,24,"INTEGRATED REPORT FY 2021-22",4,"moderate","In progress","SDG 3","initiative","","","The company established a hospital and medical centers to provide preventive healthcare.","• Established one hospital and three medical centres for providing preventive healthcare among communities surrounding our operations"
2022,24,"INTEGRATED REPORT FY 2021-22",4,"moderate","In progress","SDG 3","initiative","","","The company developed playgrounds and infrastructure for community health and recreation.","• Developed playgrounds and infrastructure for proactive community health & recreation"
2022,24,"INTEGRATED REPORT FY 2021-22",4,"moderate","Planned","SDG 8, SDG 9, SDG 12","initiative, policy","","","The company is pursuing sustainable business practices by developing green products, investing in resource-efficient assets, and reducing operating costs.","We are expanding access to newer markets through green product development, making strategic investments to upgrade to resource- efficient assets, and lowering operating costs."
2022,24,"INTEGRATED REPORT FY 2021-22",4,"moderate","In progress","SDG 2, SDG 15","initiative","","","The company is utilizing organic waste to produce organic fertilizers, contributing to sustainable agriculture and resource conservation.","Additionally, we are also using organic waste to manufacture organic fertilisers and save natural resources."
2022,24,"INTEGRATED REPORT FY 2021-22",4,"moderate","In progress","SDG 1, SDG 2, SDG 8","initiative","","","The company's Nutri-clinics are providing training and support to farmers to enhance their agricultural practices and income.","Our Nutri-clinics are undertaking capacity building of farmers to help them increase their crop yield and improve livelihoods and earnings."
2022,23,"Focus Interventions",4,"moderate","Planned","SDG 12","aspiration, policy, initiative","","","The company aims to reduce waste generation, promote recycling and responsible disposal, and minimize hazardous waste.","We are focussed on reducing the waste generated across our operations, recycling and reusing where feasible and disposing it responsibly through authorised agencies and channels • Institute a Waste Management policy and constantly update it to increase efficiencies of waste management efforts • Reduce the amount of hazardous waste generation in the manufacturing plants • Convert organic waste generated across our operations into fertiliser to be used for landscaping"
2022,23,"Focus Interventions",4,"moderate","In progress","SDG 11, SDG 17","initiative","","","The company aims to positively impact community members through CSR activities.","• Positively impact community members through CSR activities"
2022,24,"INTEGRATED REPORT FY 2021-22",4,"moderate","Planned","SDG 13","target","✓","","India has pledged to reduce carbon emissions and reach net-zero by 2070.","India pledged to cut its total projected carbon emission by 1 billion tons by 2030, reduce the carbon intensity of the nation’s economy by less than 45% by the end of the decade and reach net-zero carbon emissions by 2070."
